,ids,link
0,1075253859239497729,http://archive.is/9kN5L
1,1075553473188544512,http://archive.is/Q9EWh
2,1075919103649636352,http://web.archive.org/web/20181221010203/https://twitter.com/PolitzOficial/status/1075796096306298880
3,1076734709286297600,http://web.archive.org/web/20181223070303/https://twitter.com/fasdobolsonaro/status/1076634314761211906
4,1077147502976086016,http://web.archive.org/web/20181224102303/https://twitter.com/estadohir4mico/status/1077029731629973504
5,1077394428216659970,http://web.archive.org/web/20181225024403/https://twitter.com/eduardoalbu56/status/1077293127487107078
6,1077480713136627712,http://web.archive.org/web/20181225082703/https://twitter.com/Selma_carvalh/status/1077315167824826369
7,1077666208202309632,http://archive.is/YLM6x
8,1077676106696876033,http://archive.is/QKD0A
9,1077677770560495617,http://archive.is/8CmZ0
10,1077694172109389825,http://archive.is/z0blr
11,1077712521799311361,http://archive.is/xGJzh
12,1077715066718429184,http://archive.is/FoN21
13,1077716527141527552,http://archive.is/3dL2f
14,1077719149000953856,http://web.archive.org/web/20181226001525/https://twitter.com/alefrotabrasil/status/1077719149000953856
15,1077850993038110721,http://web.archive.org/web/20181226085803/https://twitter.com/alefrotabrasil/status/1077850993038110721
16,1077859560965103616,http://web.archive.org/web/20181226093204/https://twitter.com/campineiro_84/status/1077849834965618688
17,1077859451590397953,http://web.archive.org/web/20181226093227/https://twitter.com/Luiz_brto/status/1077853999745982469
18,1077867421598388224,http://web.archive.org/web/20181226100403/https://twitter.com/alefrotabrasil/status/1077867421598388224
19,1077879204706963456,http://web.archive.org/web/20181226105103/https://twitter.com/PanichiRaphael/status/1077709063323045893
20,1077881560832139265,http://web.archive.org/web/20181226110045/https://twitter.com/alefrotabrasil/status/1077881560832139265
21,1077899731307765762,http://web.archive.org/web/20181226121203/https://twitter.com/alefrotabrasil/status/1077899731307765762
22,1077918009983930373,http://web.archive.org/web/20181226132502/https://twitter.com/alefrotabrasil/status/1077918009983930373
23,1077930200392978435,http://web.archive.org/web/20181226141323/https://twitter.com/alefrotabrasil/status/1077930200392978435
24,1077938260134031365,http://web.archive.org/web/20181226144503/https://twitter.com/alefrotabrasil/status/1076453363544477696
25,1077971589843570688,http://archive.is/8jsOJ
26,1078212279840182272,http://web.archive.org/web/20181227085403/https://twitter.com/alefrotabrasil/status/1078212279840182272
27,1078213128377241600,http://web.archive.org/web/20181227085702/https://twitter.com/alefrotabrasil/status/1078213128377241600
28,1078217826891108353,http://web.archive.org/web/20181227091602/https://twitter.com/alefrotabrasil/status/1078217826891108353
29,1078290677715357697,http://archive.is/KBnAY
30,1078296840896987136,http://archive.is/3gdU4
31,1078297820506062849,http://archive.is/NTglV
32,1078310399722876928,http://web.archive.org/web/20181227152424/https://twitter.com/alefrotabrasil/status/1078310399722876928
33,1078312065180356613,http://web.archive.org/web/20181227153125/https://twitter.com/alefrotabrasil/status/1078312065180356613
34,1078317681101672450,http://web.archive.org/web/20181227155305/https://twitter.com/alefrotabrasil/status/1078317681101672450
35,1078318340014292993,http://web.archive.org/web/20181227155504/https://twitter.com/alefrotabrasil/status/1078318340014292993
36,1078319084826185728,http://web.archive.org/web/20181227155803/https://twitter.com/alefrotabrasil/status/1078319084826185728
37,1078320197537275904,http://web.archive.org/web/20181227160304/https://twitter.com/alefrotabrasil/status/1078320197537275904
38,1078321238987161601,http://web.archive.org/web/20181227160703/https://twitter.com/alefrotabrasil/status/1078321238987161601
39,1078321211875168256,http://web.archive.org/web/20181227160725/https://twitter.com/alefrotabrasil/status/1078321211875168256
40,1078323080395661312,http://web.archive.org/web/20181227161404/https://twitter.com/alefrotabrasil/status/1078323080395661312
41,1078324128413814784,http://web.archive.org/web/20181227161804/https://twitter.com/alefrotabrasil/status/1078324128413814784
42,1078333650243149830,http://archive.is/BdNMp
43,1078336775364456451,http://archive.is/BDfbi
44,1078343045412732931,http://archive.is/Vd2by
45,1078370212750204930,http://archive.is/O7Cip
46,1078375055514578944,http://archive.is/rdlTT
47,1078375567777513472,http://archive.is/BleWt
48,1078379335004901376,http://archive.is/Pjhun
49,1078382987841073152,http://web.archive.org/web/20181227201205/https://twitter.com/gustavofchaves/status/1078380209785749504
50,1078383497742557184,http://web.archive.org/web/20181227201406/https://twitter.com/alefrotabrasil/status/1078383497742557184
51,1078384058386796546,http://web.archive.org/web/20181227201749/https://twitter.com/Sancho_bdn/status/1078383185006862337
52,1078386506090336256,http://web.archive.org/web/20181227202608/https://twitter.com/JeanPrates4/status/1078382864205578240
53,1078389446716862464,http://web.archive.org/web/20181227203805/https://twitter.com/alefrotabrasil/status/1078389446716862464
54,1078390764193882113,http://web.archive.org/web/20181227204303/https://twitter.com/nanda_motta7/status/1078117976996495361
55,1078394454644584448,http://web.archive.org/web/20181227205803/https://twitter.com/ro53462172/status/1078367730334605312
56,1078395101691432961,http://web.archive.org/web/20181227210104/https://twitter.com/pianta_h/status/1078360865370456064
57,1078395483670892544,http://web.archive.org/web/20181227210207/https://twitter.com/HugoCidreira/status/1078348611593928704
58,1078398497131499527,http://web.archive.org/web/20181227211404/https://twitter.com/alefrotabrasil/status/1078398497131499527
59,1078400199842775041,http://web.archive.org/web/20181227212105/https://twitter.com/oiluiz/status/1078271282112798720
60,1078431892926578688,http://web.archive.org/web/20181227232724/https://twitter.com/alefrotabrasil/status/1078431892926578688
61,1078432899244924929,http://web.archive.org/web/20181227233102/https://twitter.com/alefrotabrasil/status/1078432899244924929
